window,total_dio_tx,total_dio_rx,total_dao_tx,total_dao_rx,total_dis_tx,total_global_repair,total_local_repair,total_parent_switch,total_queue_flush,total_not_assoc,distinct_dio_versions_network,n_nodes_active,total_tx_count,total_delivered,avg_latency_ms_network,pdr_window,label_attack
0,13,17,0,0,0,0,0,0,0,0,1,0,0,0,,,1
1,23,33,10,10,5,0,0,8,0,5,1,0,0,0,,,1
2,41,77,10,9,12,0,0,6,0,10,1,0,0,0,,,1
3,40,93,14,15,10,0,0,7,0,7,1,0,0,0,,,1
4,54,113,12,12,9,0,0,7,0,6,1,0,0,0,,,1
5,38,115,12,12,8,0,0,4,0,5,1,0,0,0,,,1
6,48,141,8,8,4,0,0,3,0,3,1,6,6,5,106.6,0.8333333333333334,1
7,32,88,7,6,6,0,0,4,0,6,1,7,7,7,112.57142857142857,1.0,1
8,31,68,7,8,1,0,0,3,0,0,1,7,7,8,112.5,1.1428571428571428,1
9,42,126,6,6,3,0,0,2,0,0,1,4,4,3,107.33333333333333,0.75,1
10,36,97,8,8,0,0,0,4,0,0,1,5,5,6,101.83333333333333,1.2,1
11,18,46,2,2,0,0,0,0,0,0,1,8,8,8,114.75,1.0,1
12,12,33,0,0,0,0,0,0,0,0,1,11,11,11,110.54545454545455,1.0,1
13,15,44,0,0,0,0,0,0,0,0,1,7,7,6,116.0,0.8571428571428571,1
14,22,73,0,0,0,0,0,0,0,0,1,9,9,10,113.9,1.1111111111111112,1
15,16,71,0,0,0,0,0,0,0,0,1,6,6,6,115.66666666666667,1.0,1
16,17,51,0,0,0,0,0,0,0,0,1,5,5,5,104.4,1.0,1
17,14,22,0,0,0,0,0,0,0,0,1,9,9,9,112.22222222222223,1.0,1
18,7,11,0,0,0,0,0,0,0,0,1,11,11,11,108.0909090909091,1.0,1
19,8,11,0,0,0,0,0,0,0,0,1,7,7,6,108.5,0.8571428571428571,1
20,13,26,0,0,0,0,0,0,0,0,1,9,9,10,107.1,1.1111111111111112,1
21,7,13,0,0,0,0,0,0,0,0,1,6,6,6,109.66666666666667,1.0,1
22,9,10,0,0,0,0,0,0,0,0,1,5,5,5,105.2,1.0,1
23,8,27,0,0,0,0,0,0,0,0,1,9,9,9,112.55555555555556,1.0,1
24,10,30,0,0,0,0,0,0,0,0,1,11,11,11,110.0909090909091,1.0,1
25,8,25,0,0,0,0,0,0,0,0,1,7,7,6,112.83333333333333,0.8571428571428571,1
26,12,30,0,0,0,0,0,0,0,0,1,9,9,10,106.1,1.1111111111111112,1
27,17,56,0,0,0,0,0,0,0,0,1,6,6,6,108.16666666666667,1.0,1
28,13,31,0,0,0,0,0,0,0,0,1,5,5,5,100.0,1.0,1
29,10,23,0,0,0,0,0,0,0,0,1,9,9,9,111.22222222222223,1.0,1
30,11,17,0,0,0,0,0,0,0,0,1,11,11,11,112.45454545454545,1.0,1
31,6,15,0,0,0,0,0,0,0,0,1,7,7,6,101.66666666666667,0.8571428571428571,1
32,8,18,0,0,0,0,0,0,0,0,1,9,9,10,103.9,1.1111111111111112,1
33,12,19,0,0,0,0,0,0,0,0,1,6,6,6,112.33333333333333,1.0,1
34,11,11,0,0,0,0,0,0,0,0,1,5,5,5,114.0,1.0,1
35,7,7,0,0,0,0,0,0,0,0,1,9,9,9,110.66666666666667,1.0,1
36,4,7,0,0,0,0,0,0,0,0,1,11,11,11,115.0909090909091,1.0,1
37,5,5,0,0,0,0,0,0,0,0,1,7,7,6,105.66666666666667,0.8571428571428571,1
38,5,3,0,0,0,0,0,0,0,0,1,9,9,10,112.7,1.1111111111111112,1
39,5,6,0,0,0,0,0,0,0,0,1,6,6,6,108.16666666666667,1.0,1
40,5,5,0,0,0,0,0,0,0,0,1,5,5,5,117.0,1.0,1
41,8,6,0,0,0,0,0,0,0,0,1,9,9,9,112.33333333333333,1.0,1
42,7,12,0,0,0,0,0,0,0,0,1,11,11,11,113.0,1.0,1
43,9,12,0,0,0,0,0,0,0,0,1,7,7,6,111.5,0.8571428571428571,1
44,8,12,0,0,0,0,0,0,0,0,1,9,9,10,110.9,1.1111111111111112,1
45,5,24,0,0,0,0,0,0,0,0,1,6,6,6,108.0,1.0,1
46,7,23,0,0,0,0,0,0,0,0,1,5,5,5,110.2,1.0,1
47,9,23,0,0,0,0,0,0,0,0,1,9,9,9,109.33333333333333,1.0,1
48,15,33,0,0,0,0,0,0,0,0,1,11,11,11,107.27272727272727,1.0,1
49,7,25,0,0,0,0,0,0,0,0,1,7,7,6,95.33333333333333,0.8571428571428571,1
50,10,25,0,0,0,0,0,0,0,0,1,9,9,10,107.1,1.1111111111111112,1
51,6,8,0,0,0,0,0,0,0,0,1,6,6,6,113.5,1.0,1
52,9,23,0,0,0,0,0,0,0,0,1,5,5,5,114.0,1.0,1
53,7,17,0,0,0,0,0,0,0,0,1,9,9,9,107.77777777777777,1.0,1
54,8,17,0,0,0,0,0,0,0,0,1,11,11,11,106.18181818181819,1.0,1
55,8,13,0,0,0,0,0,0,0,0,1,7,7,6,106.0,0.8571428571428571,1
56,10,21,0,0,0,0,0,0,0,0,1,9,9,10,108.6,1.1111111111111112,1
57,8,8,0,0,0,0,0,0,0,0,1,6,6,6,110.0,1.0,1
58,7,7,0,0,0,0,0,0,0,0,1,5,5,5,112.4,1.0,1
59,2,5,0,0,0,0,0,0,0,0,1,9,9,9,101.88888888888889,1.0,1
60,5,8,0,0,0,0,0,0,0,0,1,11,11,11,109.27272727272727,1.0,1
61,2,6,0,0,0,0,0,0,0,0,1,7,7,6,106.0,0.8571428571428571,1
62,6,3,0,0,0,0,0,0,0,0,1,9,9,10,110.9,1.1111111111111112,1
63,3,2,0,0,0,0,0,0,0,0,1,6,6,6,106.0,1.0,1
64,8,7,0,0,0,0,0,0,0,0,1,5,5,5,110.6,1.0,1
65,7,7,0,0,0,0,0,0,0,0,1,9,9,9,107.55555555555556,1.0,1
66,4,2,2,2,0,0,0,1,0,0,1,11,11,11,109.0,1.0,1
67,7,5,0,0,0,0,0,0,0,0,1,7,7,6,108.0,0.8571428571428571,1
68,4,3,0,0,0,0,0,0,0,0,1,9,9,10,110.6,1.1111111111111112,1
69,4,4,0,0,0,0,0,0,0,0,1,6,6,6,103.66666666666667,1.0,1
70,6,5,0,0,0,0,0,0,0,0,1,5,5,5,108.2,1.0,1
71,0,0,0,0,0,0,0,0,0,0,0,9,9,9,110.0,1.0,1
72,3,3,2,2,0,0,0,1,0,0,1,11,11,11,107.36363636363636,1.0,1
73,5,4,0,0,0,0,0,0,0,0,1,7,7,6,105.33333333333333,0.8571428571428571,1
74,5,5,0,0,0,0,0,0,0,0,1,9,9,10,113.5,1.1111111111111112,1
75,5,3,0,0,0,0,0,0,0,0,1,6,6,6,108.83333333333333,1.0,1
76,11,7,0,0,0,0,0,0,0,0,1,5,5,5,106.6,1.0,1
77,3,3,0,0,0,0,0,0,0,0,1,9,9,9,108.66666666666667,1.0,1
78,2,2,0,0,0,0,0,0,0,0,1,11,11,11,105.81818181818181,1.0,1
79,3,3,0,0,0,0,0,0,0,0,1,7,7,6,111.5,0.8571428571428571,1
80,3,3,0,0,0,0,0,0,0,0,1,9,9,10,112.5,1.1111111111111112,1
81,2,2,0,0,0,0,0,0,0,0,1,6,6,6,106.66666666666667,1.0,1
82,4,8,0,0,0,0,0,0,0,0,1,5,5,5,112.2,1.0,1
83,7,5,0,0,0,0,0,0,0,0,1,9,9,9,110.0,1.0,1
84,4,5,0,0,0,0,0,0,0,0,1,11,11,11,113.63636363636364,1.0,1
85,8,17,0,0,0,0,0,0,0,0,1,7,7,6,109.0,0.8571428571428571,1
86,8,18,0,0,0,0,0,0,0,0,1,9,9,10,108.6,1.1111111111111112,1
87,5,5,0,0,0,0,0,0,0,0,1,6,6,6,113.83333333333333,1.0,1
88,5,8,0,0,0,0,0,0,0,0,1,5,5,5,110.4,1.0,1
89,4,6,0,0,0,0,0,0,0,0,1,9,9,9,106.22222222222223,1.0,1
90,6,12,0,0,0,0,0,0,0,0,1,11,11,11,105.0909090909091,1.0,1
91,6,5,0,0,0,0,0,0,0,0,1,7,7,6,110.66666666666667,0.8571428571428571,1
92,5,2,0,0,0,0,0,0,0,0,1,9,9,10,115.4,1.1111111111111112,1
93,7,13,0,0,0,0,0,0,0,0,1,6,6,6,112.0,1.0,1
94,10,19,0,0,0,0,0,0,0,0,1,5,5,5,102.6,1.0,1
95,13,25,0,0,0,0,0,0,0,0,1,9,9,9,113.11111111111111,1.0,1
96,10,9,0,0,0,0,0,0,0,0,1,11,11,11,109.27272727272727,1.0,1
97,6,18,0,0,0,0,0,0,0,0,1,7,7,6,109.0,0.8571428571428571,1
98,8,18,0,0,0,0,0,0,0,0,1,9,9,10,110.3,1.1111111111111112,1
99,5,17,0,0,0,0,0,0,0,0,1,6,6,6,108.0,1.0,1
100,7,21,0,0,0,0,0,0,0,0,1,5,5,5,104.4,1.0,1
101,10,13,0,0,0,0,0,0,0,0,1,8,8,8,109.375,1.0,1
102,9,26,0,0,0,0,0,0,0,0,1,11,11,11,107.81818181818181,1.0,1
103,8,16,0,0,0,0,0,0,0,0,1,7,7,6,105.16666666666667,0.8571428571428571,1
104,8,8,0,0,0,0,0,0,0,0,1,9,9,10,105.7,1.1111111111111112,1
105,10,14,0,0,0,0,0,0,0,0,1,5,5,5,123.8,1.0,1
106,8,18,0,0,0,0,0,0,0,0,1,5,5,5,113.0,1.0,1
107,9,21,0,0,0,0,0,0,0,0,1,8,8,8,111.25,1.0,1
108,3,2,0,0,0,0,0,0,0,0,1,11,11,11,113.27272727272727,1.0,1
109,11,14,0,0,0,0,0,0,0,0,1,7,7,6,116.83333333333333,0.8571428571428571,1
110,8,8,0,0,0,0,0,0,0,0,1,9,9,10,102.7,1.1111111111111112,1
111,4,4,0,0,0,0,0,0,0,0,1,5,5,5,107.8,1.0,1
112,2,1,0,0,0,0,0,0,0,0,1,5,5,5,104.2,1.0,1
113,7,6,0,0,0,0,0,0,0,0,1,8,8,8,113.25,1.0,1
114,5,4,0,0,0,0,0,0,0,0,1,11,11,11,116.72727272727273,1.0,1
115,6,6,0,0,0,0,0,0,0,0,1,7,7,6,117.66666666666667,0.8571428571428571,1
116,4,3,0,0,0,0,0,0,0,0,1,8,8,9,104.88888888888889,1.125,1
117,9,9,0,0,0,0,0,0,0,0,1,5,5,5,112.6,1.0,1
118,5,3,0,0,0,0,0,0,0,0,1,5,5,5,113.0,1.0,1
119,8,5,0,0,0,0,0,0,0,0,1,8,8,8,111.75,1.0,1
120,3,3,0,0,0,0,0,0,0,0,1,11,11,11,114.0909090909091,1.0,1
121,4,3,0,0,0,0,0,0,0,0,1,7,7,6,115.83333333333333,0.8571428571428571,1
122,4,4,0,0,0,0,0,0,0,0,1,8,8,9,102.33333333333333,1.125,1
123,3,2,0,0,0,0,0,0,0,0,1,5,5,5,116.2,1.0,1
124,5,3,0,0,0,0,0,0,0,0,1,5,5,5,107.4,1.0,1
125,5,4,0,0,0,0,0,0,0,0,1,8,8,8,107.125,1.0,1
126,6,5,0,0,0,0,0,0,0,0,1,11,11,11,106.63636363636364,1.0,1
127,6,6,0,0,0,0,0,0,0,0,1,7,7,6,105.83333333333333,0.8571428571428571,1
128,7,5,0,0,0,0,0,0,0,0,1,8,8,9,100.55555555555556,1.125,1
129,0,0,0,0,0,0,0,0,0,0,0,5,5,5,115.6,1.0,1
130,5,4,0,0,0,0,0,0,0,0,1,5,5,5,110.0,1.0,1
131,4,2,0,0,0,0,0,0,0,0,1,8,8,8,110.75,1.0,1
132,1,1,0,0,0,0,0,0,0,0,1,11,11,11,108.18181818181819,1.0,1
133,4,2,0,0,0,0,0,0,0,0,1,7,7,6,111.0,0.8571428571428571,1
134,3,2,0,0,0,0,0,0,0,0,1,8,8,9,107.22222222222223,1.125,1
135,7,6,0,0,0,0,0,0,0,0,1,5,5,5,105.8,1.0,1
136,6,6,0,0,0,0,0,0,0,0,1,5,5,5,112.2,1.0,1
137,6,4,0,0,0,0,0,0,0,0,1,8,8,8,107.625,1.0,1
138,3,1,0,0,0,0,0,0,0,0,1,11,11,11,110.36363636363636,1.0,1
139,6,3,0,0,0,0,0,0,0,0,1,7,7,6,105.16666666666667,0.8571428571428571,1
